공원명,공원구분,소재지지번주소,위도,경도,공원면적,관리기관명,제공기관코드,제공기관명
고사평서 공원,어린이공원,전라북도 전주시 완산구 서신동 944-1,35.8360794,127.1086379,1668,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
서일공원,근린공원,전라북도 전주시 완산구 서신동 960-3,35.83741908,127.1160863,10674,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
서부공원,어린이공원,전라북도 전주시 완산구 서신동 962-5,35.83436386,127.113067,6960,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
선수촌공원,어린이공원,전라북도 전주시 완산구 서신동 965-4,35.8347051,127.1191793,7818,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
재뜸공원,어린이공원,전라북도 전주시 완산구 서신동 988,35.82684179,127.1234647,2292,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
강당재,소공원,전라북도 전주시 완산구 서완산동2가 79-24,35.81082594,127.1338864,125,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
가락구역,소공원,전라북도 전주시 완산구 서완산동1가 525-6,35.8127361,127.1384905,75,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
가락구역,소공원,전라북도 전주시 완산구 서완산동1가 574-3,35.81186758,127.1382599,219,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
풍남,소공원,전라북도 전주시 완산구 효자동1가 655,35.80069621,127.1145129,191,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
모악산도립공원,근린공원,전라북도 전주시 완산구 중인동 1129,35.7583868,127.0913206,5608490,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
다가공원,근린공원,전라북도 전주시 완산구 중화산동1가 150-3,35.814131,127.1377817,66085,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
선너머공원,근린공원,전라북도 전주시 완산구 중화산동2가 547,35.8098485,127.1265809,12351,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
메너머1길공원,어린이공원,전라북도 전주시 완산구 중화산동2가 573,35.82167593,127.1213322,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
인정길공원,어린이공원,전라북도 전주시 완산구 중화산동2가 586,35.819395,127.1194681,6000,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
중산10길공원,어린이공원,전라북도 전주시 완산구 중화산동2가 598,35.81861931,127.1219537,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
중산5길공원,어린이공원,전라북도 전주시 완산구 중화산동2가 619,35.81551245,127.1190226,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
중산3길공원,어린이공원,전라북도 전주시 완산구 중화산동2가 630,35.8158115,127.1221999,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
화산네거리공원,어린이공원,전라북도 전주시 완산구 중화산동2가 643,35.81349502,127.1212353,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
근영공원,어린이공원,전라북도 전주시 완산구 중화산동2가 655-4,35.81734089,127.1248339,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
한두평공원,어린이공원,전라북도 전주시 완산구 중화산동2가 662-5,35.8138669,127.1249097,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
세내공원,어린이공원,전라북도 전주시 완산구 삼천동1가 636,35.7960636,127.124643,4068,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
그린공원,근린공원,전라북도 전주시 완산구 삼천동1가 659,35.79492105,127.1214675,11335,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
모퉁이공원,어린이공원,전라북도 전주시 완산구 삼천동1가 672-1,35.79372016,127.1181687,2098,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
거마공원,근린공원,전라북도 전주시 완산구 삼천동1가 707,35.7984286,127.1226567,20187,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
강변공원,근린공원,전라북도 전주시 완산구 삼천동1가 724-1,35.79913644,127.1109993,9927,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
곰솔나무길공원,문화공원,전라북도 전주시 완산구 삼천동1가 732-5,35.8003179,127.128379,1759,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
안행구획제1공원,어린이공원,전라북도 전주시 완산구 삼천동1가 739,35.8019499,127.1291837,1556,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
신안행로공원,어린이공원,전라북도 전주시 완산구 삼천동1가 750-3,35.799774,127.1314605,1690,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
삼천주공공원,어린이공원,전라북도 전주시 완산구 삼천동1가 765-1,35.794779,127.1114402,1500,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
함대공원,어린이공원,전라북도 전주시 완산구 삼천동2가 43,35.7947967,127.1070337,2078,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
효천공원,어린이공원,전라북도 전주시 완산구 삼천동2가 78-3,35.7954049,127.1049515,1758,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
삼천공원,근린공원,전라북도 전주시 완산구 삼천동2가 산 82-1,35.7847381,127.0935428,1289691,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
불무 2,소공원,전라북도 전주시 완산구 서서학동 102-2,35.8048088,127.1465562,257,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
재실구역,어린이공원,전라북도 전주시 완산구 서서학동 358-14,35.8021494,127.1482498,4719,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
불무 1,소공원,전라북도 전주시 완산구 서서학동 369-3,35.8042163,127.1466813,478,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
공원:501(신평:01 신평공원),체육공원,충청남도 당진시 신평면 금천리 산13-1,36.8856091,126.7821793,13941,충청남도 당진시청,5680000,충청남도 당진시
장승백이,소공원,전라북도 전주시 완산구 서서학동 산27-2,35.8019409,127.1451674,321,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
흑석골,소공원,전라북도 전주시 완산구 서서학동 986-6,35.7976637,127.1494195,1689,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
고사평 동 공원,어린이공원,전라북도 전주시 완산구 서신동 1018,35.83820556,127.1086174,1907,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
안터공원,어린이공원,전라북도 전주시 완산구 서신동 787-1,35.83091122,127.1196293,5574,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
도내기샘공원,근린공원,전라북도 전주시 완산구 서신동 794,35.83172792,127.1168157,11207,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
서신길공원,근린공원,전라북도 전주시 완산구 서신동 795,35.83159158,127.1144504,11473,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
전룡공원,어린이공원,전라북도 전주시 완산구 서신동 834,35.82800698,127.1168991,3426,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
용두길공원,어린이공원,전라북도 전주시 완산구 서신동 844,35.82743631,127.1136139,2802,전라북도 전주시 자원순환본부 산림공원과,4640000,전라북도 전주시
별공원,어린이공원,경기도 시흥시 정왕동 1192-1,37.345619,126.750813,1794,경기도 시흥시청,4010000,경기도 시흥시
꿈동산공원,어린이공원,경기도 시흥시 정왕동 1569-10,37.345619,126.750813,1929,경기도 시흥시청,4010000,경기도 시흥시
무지개공원,어린이공원,경기도 시흥시 정왕동 1207-1,37.34656969,126.746975,1822,경기도 시흥시청,4010000,경기도 시흥시
개웅산,근린공원,서울특별시 구로구 개봉동 산53-3,37.48690364,126.8471261,411972,서울특별시 구로구청,3160000,서울특별시 구로구
천왕(시)(천왕골),근린공원,서울특별시 구로구 천왕동 173,37.48261513,126.8337054,990800,서울특별시 구로구청,3160000,서울특별시 구로구
천왕(시)(항골),근린공원,서울특별시 구로구 항동 147-2,37.47854975,126.8290997,5203240,서울특별시 구로구청,3160000,서울특별시 구로구
천왕(구),근린공원,서울특별시 구로구 천왕동 276,37.4764232,126.8417584,33677,서울특별시 구로구청,3160000,서울특별시 구로구
연지,근린공원,서울특별시 구로구 천왕동 274-2,37.47965771,126.8379653,44478,서울특별시 구로구청,3160000,서울특별시 구로구
봉화대,근린공원,서울특별시 구로구 천왕동 산13-1,37.48469858,126.8424192,60975,서울특별시 구로구청,3160000,서울특별시 구로구
구로,근린공원,서울특별시 구로구 구로동 102,37.49748278,126.8896027,7901,서울특별시 구로구청,3160000,서울특별시 구로구
신도림테크노,근린공원,서울특별시 구로구 구로동 3-33,37.50811753,126.8908707,10482,서울특별시 구로구청,3160000,서울특별시 구로구
덕의,근린공원,서울특별시 구로구 고척동 339-4,37.50702571,126.8558381,5565,서울특별시 구로구청,3160000,서울특별시 구로구
항동 2호,근린공원,서울특별시 구로구 항동 76-1,37.48192505,126.826833,1442560,서울특별시 구로구청,3160000,서울특별시 구로구
성화공원,어린이공원,서울특별시 광진구 자양동 199-4,37.53620746,127.061859,253,서울특별시 광진구청,3040000,서울특별시 광진구
양마장공원,어린이공원,서울특별시 광진구 자양동 689-6,37.5308707,127.0887271,1113,서울특별시 광진구청,3040000,서울특별시 광진구
자양공원,어린이공원,서울특별시 광진구 자양동 792-1,37.5335548,127.0698629,494.8,서울특별시 광진구청,3040000,서울특별시 광진구
가중나무공원,어린이공원,서울특별시 광진구 화양동 32-1,37.54651869,127.0677034,971.6,서울특별시 광진구청,3040000,서울특별시 광진구
한아름공원,어린이공원,서울특별시 광진구 화양동 12-55,37.5443368,127.0704685,936.2,서울특별시 광진구청,3040000,서울특별시 광진구
햇님공원,어린이공원,서울특별시 광진구 화양동 45-3,37.5426933,127.0670227,1002.3,서울특별시 광진구청,3040000,서울특별시 광진구
화양공원,어린이공원,서울특별시 광진구 화양동 8-36,37.54160778,127.0696005,996.4,서울특별시 광진구청,3040000,서울특별시 광진구
남일공원,어린이공원,서울특별시 광진구 군자동 159-1,37.5559474,127.0736903,238,서울특별시 광진구청,3040000,서울특별시 광진구
군자공원,어린이공원,서울특별시 광진구 군자동 115-1,37.55456506,127.0728509,642,서울특별시 광진구청,3040000,서울특별시 광진구
중곡공원,어린이공원,서울특별시 광진구 중곡동 232-44,37.5645362,127.079141,995.7,서울특별시 광진구청,3040000,서울특별시 광진구
배나무터공원,어린이공원,서울특별시 광진구 중곡동 695,37.56834108,127.0802695,971.9,서울특별시 광진구청,3040000,서울특별시 광진구
해오름공원,어린이공원,서울특별시 광진구 중곡동 100-16,37.55678467,127.0921845,840,서울특별시 광진구청,3040000,서울특별시 광진구
희망공원,근린공원,경기도 시흥시 정왕동 1358,37.33593345,126.715039,126984,경기도 시흥시청,4010000,경기도 시흥시
젊음과패기의 공원,근린공원,경기도 시흥시 정왕동 1800-5,37.34774613,126.7398198,10647,경기도 시흥시청,4010000,경기도 시흥시
평안공원,근린공원,경기도 시흥시 정왕동 1787-4,37.339462,126.741902,10019,경기도 시흥시청,4010000,경기도 시흥시
소망공원,근린공원,경기도 시흥시 정왕동 1368,37.33418417,126.7263363,76148,경기도 시흥시청,4010000,경기도 시흥시
송운공원,근린공원,경기도 시흥시 정왕동 1873-1,37.35833842,126.7323096,10113,경기도 시흥시청,4010000,경기도 시흥시
군서공원,근린공원,경기도 시흥시 정왕동 1581,37.344111,126.745326,11106,경기도 시흥시청,4010000,경기도 시흥시
큰솔공원,근린공원,경기도 시흥시 정왕동 1512,37.343621,126.753604,12758,경기도 시흥시청,4010000,경기도 시흥시
동보공원,근린공원,경기도 시흥시 정왕동 1942-3,37.35501153,126.7164091,10009,경기도 시흥시청,4010000,경기도 시흥시
함현공원,근린공원,경기도 시흥시 정왕동 1878-3,37.365328,126.733162,12141,경기도 시흥시청,4010000,경기도 시흥시
옥구공원,근린공원,경기도 시흥시 정왕동 2138,37.354515,126.709913,334910,경기도 시흥시청,4010000,경기도 시흥시
사랑공원,어린이공원,경기도 시흥시 정왕동 1872-7,37.35539691,126.733836,1650,경기도 시흥시청,4010000,경기도 시흥시
시흥공원,어린이공원,경기도 시흥시 정왕동 1871-2,37.35197956,126.730352,1650,경기도 시흥시청,4010000,경기도 시흥시
해공원,어린이공원,경기도 시흥시 정왕동 1542-5,37.34176763,126.755992,2685,경기도 시흥시청,4010000,경기도 시흥시
새싹공원,어린이공원,경기도 시흥시 정왕동 1412-9,37.340119,126.751166,2278,경기도 시흥시청,4010000,경기도 시흥시
달공원,어린이공원,경기도 시흥시 정왕동 1504-2,37.345364,126.7548827,1987,경기도 시흥시청,4010000,경기도 시흥시
1토지제1공원,어린이공원,경상북도 영주시 휴천동 494-14,36.8076775,128.6205034,661,경상북도 영주시청,5090000,경상북도 영주시
동구산공원,소공원,경상북도 영주시 부석면 소천리 423-2,36.97657875,128.6546958,8478,경상북도 영주시청,5090000,경상북도 영주시
가흥안뜰공원,근린공원,경상북도 영주시 가흥동 1909,36.81221745,128.6062345,10205,경상북도 영주시청,5090000,경상북도 영주시
가흥제3공원,어린이공원,경상북도 영주시 가흥동 1679,36.8178454,128.6072972,2001,경상북도 영주시청,5090000,경상북도 영주시
가흥제1공원,어린이공원,경상북도 영주시 가흥동 1590,36.820089,128.605875,1801,경상북도 영주시청,5090000,경상북도 영주시
가흥제2공원,어린이공원,경상북도 영주시 가흥동 1514,36.8218528,128.6099954,2001,경상북도 영주시청,5090000,경상북도 영주시
가흥제4공원,어린이공원,경상북도 영주시 가흥동 1774,36.81549952,128.6098832,1798,경상북도 영주시청,5090000,경상북도 영주시
가흥제7공원,어린이공원,경상북도 영주시 가흥동 1486,36.82573284,128.6104868,1700,경상북도 영주시청,5090000,경상북도 영주시
광복공원,근린공원,경상북도 영주시 풍기읍 산법리 376-1,36.87844199,128.5387939,49574,경상북도 영주시청,5090000,경상북도 영주시
관사골공원,어린이공원,경상북도 영주시 영주동 150-11,36.8301043,128.6175813,5653,경상북도 영주시청,5090000,경상북도 영주시
신사골소공원,소공원,경상북도 영주시 영주동 12-1,36.8289351,128.6268561,1818,경상북도 영주시청,5090000,경상북도 영주시
향교골소공원1,소공원,경상북도 영주시 하망동 182,36.82874594,128.6294963,930,경상북도 영주시청,5090000,경상북도 영주시
능골공원,근린공원,서울특별시 강동구 강일동 산19,37.556768,127.174727,31464.2,서울특별시 강동구청,3240000,서울특별시 강동구
목련,어린이공원,서울특별시 양천구 신정7동 325-2,37.511439,126.858322,2498.5,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
호돌이,어린이공원,서울특별시 양천구 신정7동 326-2,37.512426,126.861336,3399.7,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
세양,어린이공원,서울특별시 양천구 신정7동 1306-2,37.506814,126.864025,1560.7,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
신정7동소공원,소공원,서울특별시 양천구 신정7동 171-61,37.5092629,126.8688037,2553,서울특별시 양천구청 공원녹지과,3140000,서울특별시 양천구
소공원1,소공원,울산광역시 울주군 언양읍 서부리 402,35.56934857,129.1175271,920,울산광역시 울주군청,3730000,울산광역시 울주군
동부소공원2,소공원,울산광역시 울주군 언양읍 동부리 497,35.57369418,129.1251875,2684,울산광역시 울주군청,3730000,울산광역시 울주군
망향소공원4,소공원,울산광역시 울주군 두동면 삼정리 산141-2,35.65070806,129.1782409,3300,울산광역시 울주군청,3730000,울산광역시 울주군
소공원20,소공원,울산광역시 울주군 범서읍 굴화리 741,35.54794361,129.2494588,505.6,울산광역시 울주군청,3730000,울산광역시 울주군
도호소공원21,소공원,울산광역시 울주군 삼남읍 신화리 1604-1,35.549587,129.140781,2457.8,울산광역시 울주군청,3730000,울산광역시 울주군
대안2지구소공원26,소공원,울산광역시 울주군 온양읍 대안리 506,35.41187831,129.2839138,1499,울산광역시 울주군청,3730000,울산광역시 울주군
느티공원42,소공원,울산광역시 울주군 범서읍 굴화리 755-6,35.5515156,129.2531617,109.4,울산광역시 울주군청,3730000,울산광역시 울주군
바램공원43,소공원,울산광역시 울주군 범서읍 굴화리 748-8,35.5528405,129.253972,102.1,울산광역시 울주군청,3730000,울산광역시 울주군
서부2지구소공원54,소공원,울산광역시 울주군 언양읍 서부리 291-33,35.56805064,129.115403,997,울산광역시 울주군청,3730000,울산광역시 울주군
열박공원57,소공원,울산광역시 울주군 두서면 활천리 815-4,35.69723763,129.1915221,7393,울산광역시 울주군청,3730000,울산광역시 울주군
소공원63,소공원,울산광역시 울주군 서생면 신암리 260-9,35.348399,129.329207,604,울산광역시 울주군청,3730000,울산광역시 울주군
소공원68,소공원,울산광역시 울주군 두동면 봉계리 642,35.71193823,129.2066576,4163.7,울산광역시 울주군청,3730000,울산광역시 울주군
교동소공원74,소공원,울산광역시 울주군 삼남읍 교동리1701-3,35.555591,129.128026,661.1,울산광역시 울주군청,3730000,울산광역시 울주군
소공원76,소공원,울산광역시 울주군 온양읍 대안리 20,35.41044164,129.2920345,3703.6,울산광역시 울주군청,3730000,울산광역시 울주군
공원84,소공원,울산광역시 울주군 두서면 활천리 산57,35.704936,129.193403,1221.3,울산광역시 울주군청,3730000,울산광역시 울주군
상천공원95,소공원,울산광역시 울주군 상북면 양등리 823-2,35.60762882,129.072699,2771.1,울산광역시 울주군청,3730000,울산광역시 울주군
반천소공원100,소공원,울산광역시 울주군 언양읍 반천리 산161-3,35.560527,129.148777,3899.7,울산광역시 울주군청,3730000,울산광역시 울주군
마루공원27,어린이공원,울산광역시 울주군 범서읍 천상리 649-2,35.56167388,129.226291,2359,울산광역시 울주군청,3730000,울산광역시 울주군
한울공원28,어린이공원,울산광역시 울주군 범서읍 천상리 603-6,35.56297233,129.2240371,2500,울산광역시 울주군청,3730000,울산광역시 울주군
누리공원29,어린이공원,울산광역시 울주군 범서읍 천상리 609-7,35.56377169,129.2283578,1600,울산광역시 울주군청,3730000,울산광역시 울주군
비나리공원30,어린이공원,울산광역시 울주군 범서읍 천상리 354,35.56393547,129.2280477,1794,울산광역시 울주군청,3730000,울산광역시 울주군
공원:163(당진2지구),수변공원,충청남도 당진시 우두동 475-1,36.90590386,126.6269159,2640,충청남도 당진시청,5680000,충청남도 당진시
공원:301(합덕:01 하운공원),문화공원,충청남도 당진시 합덕읍 운산리 28-1,36.80105358,126.778304,20906,충청남도 당진시청,5680000,충청남도 당진시
공원:302(합덕:02 운산공원),근린공원,충청남도 당진시 합덕읍 운산리 941-6,36.8058004,126.7652644,6810,충청남도 당진시청,5680000,충청남도 당진시
공원:303(합덕:03 교동(소들)공원),근린공원,충청남도 당진시 우강면 창리 366-30,36.80671918,126.7789728,22870,충청남도 당진시청,5680000,충청남도 당진시
공원:304(합덕:04 서동공원),어린이공원,충청남도 당진시 합덕읍 운산리 321-6,36.8100723,126.7683262,1529,충청남도 당진시청,5680000,충청남도 당진시
공원:305(합덕:05 중동공원),어린이공원,충청남도 당진시 합덕읍 운산리 251-1,36.8057117,126.7711133,1493,충청남도 당진시청,5680000,충청남도 당진시
공원:306(합덕:06 중앙공원),어린이공원,충청남도 당진시 합덕읍 운산리 295-20,36.80945017,126.7737065,1500,충청남도 당진시청,5680000,충청남도 당진시
공원:309(합덕10 우강송산지구),어린이공원,충청남도 당진시 우강면 송산리 744,36.81172952,126.7732346,2212,충청남도 당진시청,5680000,충청남도 당진시
공원:310(합덕11 우강송산지구),어린이공원,충청남도 당진시 우강면 송산리 720,36.81182634,126.77491,3245,충청남도 당진시청,5680000,충청남도 당진시
공원:311(합덕 도시지역),소공원,충청남도 당진시 합덕읍 운산리 291-60,36.80834432,126.7776551,878,충청남도 당진시청,5680000,충청남도 당진시
공원:401호,역사공원,충청남도 당진시 면천면 성상리 779-4,36.81811065,126.6683249,11446,충청남도 당진시청,5680000,충청남도 당진시
공원:502(신평:03 거산공원),근린공원,충청남도 당진시 신평면 거산리 62-1,36.87852686,126.758081,23451,충청남도 당진시청,5680000,충청남도 당진시
공원:503(신평:05 정우공원),어린이공원,충청남도 당진시 신평면 금천리 880-10,36.884801,126.7691922,2907,충청남도 당진시청,5680000,충청남도 당진시
공원:504(신평:06 공간공원),어린이공원,충청남도 당진시 신평면 거산리 877,36.8824741,126.7591698,1544,충청남도 당진시청,5680000,충청남도 당진시
공원:601(송악:01 기지시공원),근린공원,충청남도 당진시 송악읍 기지시리 153-46,36.90227998,126.6958419,44630,충청남도 당진시청,5680000,충청남도 당진시
공원:602(송악:제1호공원),어린이공원,충청남도 당진시 송악읍 기지시리 502,36.90023918,126.6899896,2702,충청남도 당진시청,5680000,충청남도 당진시
예원하이빌 소공원,소공원,강원도 홍천군 홍천읍 희망리 252,37.69858796,127.8830566,730,강원도 홍천군청,4250000,강원도 홍천군
양덕원1리어린이공원,어린이공원,강원도 홍천군 남면 양덕원리 217,37.61642167,127.77018,1500,강원도 홍천군청,4250000,강원도 홍천군
당간지주공원,소공원,강원도 홍천군 홍천읍 희망리 376-26,37.68784293,127.8833503,3279,강원도 홍천군청,4250000,강원도 홍천군
세방쌈지 소공원,소공원,강원도 홍천군 홍천읍 진리 4,37.6932526,127.8925498,56,강원도 홍천군청,4250000,강원도 홍천군
미진아파트 뒷 소공원,소공원,강원도 홍천군 홍천읍 희망리 43-3,37.69584526,127.8912637,1219,강원도 홍천군청,4250000,강원도 홍천군
도통근린공원,근린공원,전라북도 남원시 도통동 571,35.418831,127.400892,11959,전라북도 남원시청,4700000,전라북도 남원시
김주열열사 추모공원,역사공원,전라북도 남원시 금지면 옹정리 49,35.36423,127.307173,31760,전라북도 남원시청,4700000,전라북도 남원시
향교 1호,어린이공원,전라북도 남원시 향교동 1052-5,35.415176,127.3881528,1500,전라북도 남원시청,4700000,전라북도 남원시
샘터골 소공원,소공원,강원도 홍천군 홍천읍 희망리 13-1,37.69935712,127.8923523,5847,강원도 홍천군청,4250000,강원도 홍천군
활터녹색나눔숲,근린공원,강원도 홍천군 홍천읍 희망리 299-7,37.69362282,127.8815884,253191,강원도 홍천군청,4250000,강원도 홍천군
이팝나무어린이공원,어린이공원,강원도 홍천군 홍천읍 연봉리 301-2,37.68413977,127.8713718,1554,강원도 홍천군청,4250000,강원도 홍천군
동구나무어린이공원,어린이공원,강원도 홍천군 남면 양덕원리 151-8,37.61370984,127.7674979,1500,강원도 홍천군청,4250000,강원도 홍천군
보령슈퍼앞 소공원,소공원,강원도 홍천군 홍천읍 희망리 83-1,37.69566268,127.8857938,257,강원도 홍천군청,4250000,강원도 홍천군
주택공원,근린공원,경기도 성남시 분당구 정자동 253,37.35760271,127.1125099,212563.3,경기도 성남시 공원과,3780000,경기도 성남시
산이 소공원,소공원,전라남도 해남군 산이면 구성리 565-2,34.70778572,126.3855052,1841,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 구성리 642,34.70459738,126.3880499,1248,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 구성리 642,34.70459738,126.3880499,1359,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 구성리 641,34.70735284,126.4059728,9259,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 구성리 641,34.70735284,126.4059728,1845,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 구성리 401,34.70786362,126.3967039,1486,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 구성리 258,34.70385778,126.4035603,8324,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 상공리 1148,34.691726,126.3881115,5295,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 덕송리 1088,34.6996421,126.4297478,14175,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 덕송리 1088,34.6996421,126.4297478,4746,전라남도 해남군청,4930000,전라남도 해남군
산이 소공원,소공원,전라남도 해남군 산이면 덕송리 1088,34.6996421,126.4297478,1927,전라남도 해남군청,4930000,전라남도 해남군
해리동백어린이공원,어린이공원,전라남도 해남군 해남읍 해리 474-5,34.57282044,126.6076736,1500,전라남도 해남군청,4930000,전라남도 해남군
해리신금영어린이공원,어린이공원,전라남도 해남군 해남읍 해리 306-1,34.56764413,126.6029859,1640,전라남도 해남군청,4930000,전라남도 해남군
오일시장어린이공원,어린이공원,전라남도 해남군 해남읍 남외리 114,34.56901098,126.595829,1500,전라남도 해남군청,4930000,전라남도 해남군
구교어린이공원,어린이공원,전라남도 해남군 해남읍 구교리 278-1,34.57765246,126.5966071,1702,전라남도 해남군청,4930000,전라남도 해남군
공간어린이공원,어린이공원,전라남도 해남군 해남읍 구교리 81-19,34.57850097,126.5938568,1512,전라남도 해남군청,4930000,전라남도 해남군
해리소방어린이공원,어린이공원,전라남도 해남군 해남읍 해리 283,34.56641434,126.6074142,1500,전라남도 해남군청,4930000,전라남도 해남군
남외어린이공원,어린이공원,전라남도 해남군 해남읍 남외리 457-1,34.574209,126.5893003,1500,전라남도 해남군청,4930000,전라남도 해남군
남동신명1어린이공원,어린이공원,전라남도 해남군 해남읍 남외리 540-18,34.56786157,126.5908657,1672,전라남도 해남군청,4930000,전라남도 해남군
구산동마을공원확대,기타공원,서울특별시 은평구 구산동 345-6,37.61512,126.90778,157,서울특별시 은평구시설관리공단,3110000,서울특별시 은평구
구산초교앞마을마당,기타공원,서울특별시 은평구 구산동 153-2,37.595602,126.919066,135,서울특별시 은평구시설관리공단,3110000,서울특별시 은평구
팜스퀘어 소공원,기타공원,서울특별시 은평구 대조동 240-3,37.597018,126.906734,268.8,서울특별시 은평구시설관리공단,3110000,서울특별시 은평구
신사2동 공공공지,기타공원,서울특별시 은평구 신사2동 163-51,37.593894,126.908112,1848,서울특별시 은평구시설관리공단,3110000,서울특별시 은평구
오손길마을마당,기타공원,서울특별시 은평구 응암동 365-30,37.591562,126.902567,139,서울특별시 은평구시설관리공단,3110000,서울특별시 은평구
평화공원,기타공원,서울특별시 은평구 녹번동 153-1,37.60514883,126.9230105,5700.1,서울시특별시 은평구청 공원녹지과,3110000,서울특별시 은평구
물빛공원,기타공원,서울특별시 은평구 갈현동 397,37.618962,126.9211621,2051,서울시특별시 은평구청 공원녹지과,3110000,서울특별시 은평구
어린이공원,어린이공원,경상남도 창원시 진해구 용원동 1260-8,35.098042,128.815558,1565.5,경상남도 창원시 진해구청,5670000,경상남도 창원시
어린이공원,어린이공원,경상남도 창원시 진해구 용원동 1235-6,35.099189,128.819806,1618,경상남도 창원시 진해구청,5670000,경상남도 창원시
남양공원,근린공원,경상남도 창원시 진해구 남양동 208-1,35.11325691,128.7829239,11904,경상남도 창원시 진해구청,5670000,경상남도 창원시
어린이공원,어린이공원,경상남도 창원시 진해구 경화동 1285-1,35.161838,128.682783,1600,경상남도 창원시 진해구청,5670000,경상남도 창원시
어린이공원,어린이공원,경상남도 창원시 진해구 자은동 834-7,35.14719803,128.710158,1533.2,경상남도 창원시 진해구청,5670000,경상남도 창원시
청안2공원,근린공원,경상남도 창원시 진해구 청안동 478,35.10328488,128.8027035,63064.9,경상남도 창원시 진해구청,5670000,경상남도 창원시
어린이공원,어린이공원,경상남도 창원시 진해구 남양동 378-2,35.122334,128.784806,4830,경상남도 창원시 진해구청,5670000,경상남도 창원시
어린이공원,어린이공원,경상남도 창원시 진해구 제덕동 866-3,35.10178775,128.7419364,1872.9,경상남도 창원시 진해구청,5670000,경상남도 창원시
