영업상태명,상세영업상태명,소재지전체주소,도로명전체주소,도로명우편번호,업태구분명,좌표정보(X),좌표정보(Y)
영업/정상,영업,전라남도 목포시 옥암동 1260-5 ,"전라남도 목포시 남악1로52번길 58, 1층 (옥암동)",58676,일반조리판매,149703.0681,146025.2055
영업/정상,영업,전라남도 목포시 옥암동 967-10 ,"전라남도 목포시 옥암로96번길 1, 3동 (옥암동)",58663,커피숍,147468.929,145615.3728
영업/정상,영업,전라남도 목포시 죽교동 580-29 ,"전라남도 목포시 북항로 85, 1층 (죽교동)",58719,일반조리판매,142743.3306,144808.5622
영업/정상,영업,전라남도 목포시 옥암동 1272 골드디움3차아파트 ,"전라남도 목포시 남악1로52번길 82, 상가동 104호 (옥암동, 골드디움3차아파트)",58676,일반조리판매,149970.699,145931.2183
영업/정상,영업,전라남도 목포시 산정동 1041-11번지 외 4필지 ,"전라남도 목포시 산정로 159-1, 1,2층 (산정동)",58654,커피숍,144316.6563,145079.2183
영업/정상,영업,전라남도 목포시 산정동 1682-5번지 우등문구사내 ,"전라남도 목포시 원산로31번길 2 (산정동,우등문구사내)",58714,기타 휴게음식점,142571.9818,145159.4673
영업/정상,영업,전라남도 목포시 죽교동 620-184 ,전라남도 목포시 북항로 136 (죽교동),58714,편의점,142282.6069,144983.6833
영업/정상,영업,전라남도 목포시 상동 220번지 번지목포종합버스터미널내 ,"전라남도 목포시 영산로 525 (상동,번지목포종합버스터미널내)",58642,편의점,146634.3677,146167.8704
영업/정상,영업,전라남도 목포시 상동 860-1번지 번지쇼핑천국포르모1301호 ,"전라남도 목포시 옥암로 95 (상동,번지쇼핑천국포르모1301호)",58662,기타 휴게음식점,147387.7006,145561.0818
영업/정상,영업,전라남도 목포시 상동 851 ,전라남도 목포시 비파로 123 (상동),58661,편의점,147084.2705,145706.7587
영업/정상,영업,"전라남도 목포시 서산동 23-6 1,2층 ","전라남도 목포시 해안로 79, 1,2층 (서산동)",58758,커피숍,142564.9993,142622.5801
영업/정상,영업,전라남도 목포시 산정동 1766-6 1층 ,"전라남도 목포시 원산중앙로 10-3, 1층 (산정동)",58639,커피숍,142699.5884,145517.3184
영업/정상,영업,전라남도 목포시 옥암동 958-3 1층 ,"전라남도 목포시 옥암로 126, 1층 (옥암동)",58663,커피숍,147317.9386,145868.8529
영업/정상,영업,전라남도 목포시 서산동 8-5번지 1층 ,"전라남도 목포시 보리마당로50번길 2, 1층 (서산동)",58757,커피숍,142989.055,142955.0029
영업/정상,영업,전라남도 목포시 대안동 12-1번지 ,전라남도 목포시 호남로64번길 28 (대안동),58723,커피숍,143609.7318,143890.1827
영업/정상,영업,전라남도 목포시 죽동 25-3번지 ,"전라남도 목포시 영산로59번길 26-1, 1층 (죽동)",58728,기타 휴게음식점,143541.9354,143698.5481
영업/정상,영업,전라남도 목포시 죽동 22-3 외 3필지 ,"전라남도 목포시 영산로59번길 30 (죽동,외 3필지)",58728,패스트푸드,143548.0409,143727.9195
영업/정상,영업,전라남도 목포시 상동 892 번지4층 ,"전라남도 목포시 교육로 63 (상동,번지4층)",58696,기타 휴게음식점,146838.6226,145032.3528
영업/정상,영업,전라남도 목포시 복만동 1-16번지 ,전라남도 목포시 해안로249번길 27-1 (복만동),58753,다방,143762.3641,143470.9475
영업/정상,영업,전라남도 목포시 상동 956-3 1층 ,"전라남도 목포시 하당로44번길 17, 1층 (상동)",58695,일반조리판매,146968.9474,144712.1041
영업/정상,영업,전라남도 목포시 용당동 1028-18번지 ,"전라남도 목포시 용당로 145-1, 1동 1층 (용당동)",58705,기타 휴게음식점,145095.2219,144814.1598
영업/정상,영업,"전라남도 목포시 용당동 1094-1 1,2층 ","전라남도 목포시 송림로40번길 9, 1,2층 (용당동)",58651,일반조리판매,145187.8841,145521.204
영업/정상,영업,전라남도 목포시 옥암동 989-7번지 ,"전라남도 목포시 삼향천로91번길 26, 1층 (옥암동)",58684,커피숍,147634.1259,145535.5578
영업/정상,영업,전라남도 목포시 해안동4가 1 송광비취타운 105동 515호,"전라남도 목포시 유동로 7, 105동 515호 (해안동4가, 송광비취타운)",58756,편의점,143157.5851,142801.3818
영업/정상,영업,"전라남도 목포시 상동 880번지 ,1층 ","전라남도 목포시 백년대로 340, 1층 (상동)",58690,패스트푸드,147260.4205,145357.2804
영업/정상,영업,전라남도 목포시 용해동 980-1번지 ,"전라남도 목포시 용해지구로 3, 1층 (용해동)",58613,아이스크림,144921.3814,146647.62
영업/정상,영업,전라남도 목포시 산정동 1739번지 수정오피스텔 ,"전라남도 목포시 죽산로 3, 1동 1층 101호 (산정동, 수정오피스텔)",58639,일반조리판매,143027.8725,145610.2484
영업/정상,영업,전라남도 목포시 연산동 1268-6번지 1층 ,"전라남도 목포시 원산로145번안길 3-5, 1층 (연산동)",58633,기타 휴게음식점,143381.1308,146022.3034
영업/정상,영업,전라남도 목포시 상동 828-1 ,전라남도 목포시 백년대로297번길 3 (상동),58666,패스트푸드,146837.5159,145220.194
영업/정상,영업,"전라남도 목포시 상동 1030-5 ,1층 ","전라남도 목포시 하당남부로61번길 16 (상동,,1층)",58688,패스트푸드,147767.9618,144923.9769
영업/정상,영업,전라남도 목포시 보광동3가 4-1번지 2층 ,"전라남도 목포시 해안로249번길 19-1, 2층 (보광동3가)",58753,커피숍,143807.887,143418.8868
영업/정상,영업,전라남도 목포시 석현동 621-5 ,전라남도 목포시 영산로 621 (석현동),58615,패스트푸드,147015.9842,147060.5848
영업/정상,영업,전라남도 목포시 용당동 960-211번지 ,전라남도 목포시 영산로258번길 1 (용당동),58707,편의점,144533.8741,145135.8393
영업/정상,영업,전라남도 목포시 남교동 164 트윈스타 111호,"전라남도 목포시 수문로 32, 111호 (남교동, 트윈스타)",58724,커피숍,143434.2863,143995.3118
영업/정상,영업,전라남도 목포시 상동 1132-4번지 1층 ,,,커피숍,147860.7058,144596.9447
영업/정상,영업,전라남도 목포시 상동 792-1 ,전라남도 목포시 하당로241번길 7 (상동),58659,다방,147042.7497,145854.0031
영업/정상,영업,전라남도 목포시 산정동 1290-14 ,"전라남도 목포시 동명로 56, 1층 (산정동)",58739,일반조리판매,144642.5711,143916.913
영업/정상,영업,전라남도 목포시 산정동 1044-615번지 1층 ,"전라남도 목포시 산정로 133, 1층 (산정동)",58708,커피숍,144353.0639,144818.3071
영업/정상,영업,전라남도 목포시 연산동 1966-1 1층 ,"전라남도 목포시 연산백련로21번길 7, 1층 (연산동)",58763,커피숍,144242.1898,146654.9018
영업/정상,영업,전라남도 목포시 상동 848-3번지 ,,,기타 휴게음식점,,
영업/정상,영업,전라남도 목포시 상동 977-3번지 ,전라남도 목포시 교육로41번길 22 (상동),58691,기타 휴게음식점,146950.0409,144835.4448
영업/정상,영업,전라남도 목포시 산정동 1670-3 1층 ,전라남도 목포시 청호로 173 (산정동),58713,패스트푸드,142579.3586,145450.7898
영업/정상,영업,전라남도 목포시 석현동 1170-11 ,"전라남도 목포시 옥암로186번길 1, 3호 (석현동)",58656,일반조리판매,147044.2092,146413.8369
영업/정상,영업,전라남도 목포시 산정동 1757-1번지 ,"전라남도 목포시 청호로 188, 2층 (산정동)",58638,일반조리판매,142509.074,145594.4
영업/정상,영업,전라남도 목포시 옥암동 1274-3 남악프라자1에이 106호,"전라남도 목포시 남악2로 54, 106호 (옥암동, 남악프라자1에이)",58678,기타 휴게음식점,150079.5934,145839.001
영업/정상,영업,전라남도 목포시 용당동 1028-42번지 ,전라남도 목포시 용당로 133 (용당동),58705,패스트푸드,145148.8574,144701.0678
영업/정상,영업,전라남도 목포시 상동 1000-6번지 1층 ,"전라남도 목포시 비파로 50, 1층 (상동)",58689,패스트푸드,147491.914,145103.1085
영업/정상,영업,전라남도 목포시 연산동 1930-1번지 ,"전라남도 목포시 용해지구로 61, 1층 105호 (연산동)",58763,커피숍,144360.4616,146779.3806
영업/정상,영업,전라남도 목포시 용해동 211-4 ,"전라남도 목포시 영산로 347, 1층 (용해동)",58651,일반조리판매,145347.5589,145460.2338
영업/정상,영업,전라남도 목포시 죽교동 580-29번지 1층 ,"전라남도 목포시 북항로 85 (죽교동,1층)",58719,기타 휴게음식점,142743.3306,144808.5622
영업/정상,영업,"전라남도 목포시 옥암동 1043번지 목포사랑의교회,1층 ","전라남도 목포시 복산길6번길 7 (옥암동,목포사랑의교회,1층)",58686,커피숍,148425.4844,145150.078
영업/정상,영업,"전라남도 목포시 상동 148-1번지 ,2층 ","전라남도 목포시 영산로 483 (상동,,2층)",58643,커피숍,146528.5834,145753.0128
영업/정상,영업,전라남도 목포시 호남동 177 ,전라남도 목포시 영산로 100-1 (호남동),58730,편의점,143757.8103,143828.3406
영업/정상,영업,전라남도 목포시 대안동 15-10번지 외2필지 ,"전라남도 목포시 호남로64번길 31, 1층 (대안동)",58728,기타 휴게음식점,143615.9136,143824.4604
영업/정상,영업,전라남도 목포시 상동 957-10 ,전라남도 목포시 하당로30번길 29 (상동),58695,편의점,146894.5597,144718.8441
영업/정상,영업,전라남도 목포시 석현동 815-8번지 외3필지중앙병원지동 ,,,일반조리판매,146938.8241,147088.444
영업/정상,영업,전라남도 목포시 용당동 1049-33번지 ,전라남도 목포시 동부로21번길 24 (용당동),58652,기타 휴게음식점,144289.8744,145299.3224
영업/정상,영업,전라남도 목포시 상동 1027 ,전라남도 목포시 하당남부로51번길 15 (상동),58688,편의점,147659.6401,144868.7274
영업/정상,영업,전라남도 목포시 산정동 1082-2번지 ,전라남도 목포시 산정로 60 (산정동),58732,편의점,144412.8463,144092.94
영업/정상,영업,전라남도 목포시 옥암동 970-6번지 ,전라남도 목포시 백년대로 393 (옥암동),58663,패스트푸드,147692.0536,145681.9191
영업/정상,영업,전라남도 목포시 석현동 815-8 외2필지 중앙병원 에이동 ,,,커피숍,146938.8241,147088.444
영업/정상,영업,전라남도 목포시 상동 174-4번지 ,전라남도 목포시 상동로 5 (상동),58643,다방,146592.0989,146019.5306
영업/정상,영업,전라남도 목포시 산정동 1786-2 외1필지 ,"전라남도 목포시 양을로41번길 21, 2층 (산정동)",58640,기타 휴게음식점,143116.543,145113.5419
영업/정상,영업,전라남도 목포시 산정동 1753번지 진프라자 101호201호 ,"전라남도 목포시 원산중앙로 7 (산정동, 진프라자101호201호)",58638,커피숍,142634.6637,145570.1962
영업/정상,영업,전라남도 목포시 상동 1159-10 1~3층 ,"전라남도 목포시 미항로 137, 1~3층 (상동)",58750,커피숍,148213.2791,144413.5319
영업/정상,영업,전라남도 목포시 용해동 240-12번지 ,"전라남도 목포시 이로로 7, 1층 (용해동)",58701,일반조리판매,145565.4125,145314.1185
영업/정상,영업,전라남도 목포시 상동 994-10번지 ,"전라남도 목포시 장미로 36-1, 1층 (상동)",58691,기타 휴게음식점,147341.7721,144976.2817
영업/정상,영업,전라남도 목포시 상동 997-2번지 3층 ,"전라남도 목포시 장미로 50, 3층 (상동)",58691,기타 휴게음식점,147468.6699,145041.1871
영업/정상,영업,전라남도 목포시 북교동 160-1번지 1층 ,"전라남도 목포시 차범석길35번길 13, 1층 (북교동)",58726,커피숍,143119.1303,144029.3031
영업/정상,영업,전라남도 목포시 용당동 1087-1 지하2층 ,"전라남도 목포시 영산로 313, 지하2층 (용당동)",58651,일반조리판매,144991.4813,145423.7162
영업/정상,영업,전라남도 목포시 상동 1003-3 ,전라남도 목포시 부흥로 61 (상동),58689,편의점,147593.6922,145064.8238
영업/정상,영업,전라남도 목포시 영해동1가 8-2번지 ,,,다방,143764.5167,143165.0553
영업/정상,영업,전라남도 목포시 복만동 3-8번지 1층 ,"전라남도 목포시 해안로237번길 32-2, 1층 (복만동)",58753,다방,143638.8197,143430.146
영업/정상,영업,전라남도 목포시 항동 1-34번지 ,"전라남도 목포시 해안로 213-2, 1층 (항동)",58753,커피숍,143708.2095,143057.0481
영업/정상,영업,전라남도 목포시 용해동 380-39 ,"전라남도 목포시 용당로 322-3, 1층 (용해동)",58614,일반조리판매,145106.7124,146543.4504
영업/정상,영업,전라남도 목포시 옥암동 1192-2번지 ,"전라남도 목포시 정의로 8, 1층 103호 (옥암동)",58671,편의점,149096.7582,146111.2196
영업/정상,영업,전라남도 목포시 상동 860-1번지 쇼핑천국포르모 ,"전라남도 목포시 옥암로 95, 쇼핑천국포르모 1층 1122,1122-1호 (상동)",58662,패스트푸드,147387.7006,145561.0818
영업/정상,영업,전라남도 목포시 상동 1023-2번지 ,"전라남도 목포시 하당남부로 28, 1층 (상동)",58693,전통찻집,147544.1358,144609.9135
영업/정상,영업,전라남도 목포시 상동 917-4번지 1층 ,"전라남도 목포시 삼각로 19, 1층 (상동)",58667,일반조리판매,146537.52,145081.8958
영업/정상,영업,"전라남도 목포시 옥암동 990 외 1필지, 1층 ","전라남도 목포시 신흥로83번길 27, 1층 (옥암동)",58684,커피숍,147546.5116,145520.815
영업/정상,영업,전라남도 목포시 상동 1145-12 1층 ,"전라남도 목포시 평화로 69, 1층 (상동)",58748,관광호텔,147973.4619,144364.3016
영업/정상,영업,전라남도 목포시 용해동 975 ,"전라남도 목포시 포미로 46, 101,102호 (용해동, 포미타운주공2단지분산상가동)",58610,편의점,144840.0356,146905.3531
영업/정상,영업,전라남도 목포시 산정동 1290-30번지 ,"전라남도 목포시 자유로 58, 1~2층 (산정동)",58739,커피숍,144644.6906,144019.6438
영업/정상,영업,전라남도 목포시 옥암동 1017번지 ,"전라남도 목포시 삼향천로 65, 1층 (옥암동)",58685,편의점,148031.485,145465.4797
영업/정상,영업,전라남도 목포시 상동 842-7번지 ,"전라남도 목포시 하당로214번길 19, 1층 (상동)",58665,다방,146967.5859,145503.101
영업/정상,영업,전라남도 목포시 상동 819-6 ,"전라남도 목포시 교육로 106-1, 1층 (상동)",58666,편의점,146676.5967,145444.4216
영업/정상,영업,전라남도 목포시 호남동 1-1 1층 ,"전라남도 목포시 영산로 98, 1층 (호남동)",58730,커피숍,143770.2017,143784.9739
영업/정상,영업,전라남도 목포시 용해동 980-2번지 1층 ,"전라남도 목포시 용해지구로 1, 1층 (용해동)",58613,커피숍,144939.0264,146647.622
영업/정상,영업,전라남도 목포시 옥암동 915-25번지 1층이마트목포점 ,"전라남도 목포시 옥암로 138 (옥암동, 1층이마트목포점)",58657,커피숍,147330.1593,146042.7035
영업/정상,영업,전라남도 목포시 산정동 1713-12번지 ,전라남도 목포시 연산로 149 (산정동),58636,기타 휴게음식점,143236.6455,145888.5142
